"","Log_ID","RESERVE","AREA","ALTITUDE","TEMPR","PRECIP","CONNECT10","CONNECT100","CONNECT1","REGION","REGION.sorted.N.S","TIMES","DBH.CM","AVERDP","Tree.Type..Simple.","MOSS.cover","BARK","SOIL_CON","log.AREA"
"19","ASK189","ASK",-1.51712251658194,-0.824559374969353,-0.0232722353980489,0.11819480927983,-1.04517251327639,-1.12161797145943,-1.28687956867259,-0.315209306518775,"R1","B",-1.71845802076694,-0.719294140251711,"Broken",-1.51712251658194,-1.51712251658194,-1.51712251658194,1.6094379124341
"21","ASK191","ASK",-1.51712251658194,-0.824559374969353,-0.0232722353980489,0.11819480927983,-1.04517251327639,-1.12161797145943,-1.28687956867259,-0.315209306518775,"R1","B",-0.297617895698372,-0.719294140251711,"Broken",-1.51712251658194,-1.51712251658194,-1.51712251658194,1.6094379124341
"22","ASK192","ASK",-1.51712251658194,-0.824559374969353,-0.0232722353980489,0.11819480927983,-1.04517251327639,-1.12161797145943,-1.28687956867259,-0.315209306518775,"R1","B",-0.79909088101669,-0.719294140251711,"Broken",-1.51712251658194,-1.51712251658194,-1.51712251658194,1.6094379124341
"23","ASK193","ASK",-1.51712251658194,-0.824559374969353,-0.0232722353980489,0.11819480927983,-1.04517251327639,-1.12161797145943,-1.28687956867259,-0.315209306518775,"R1","B",-0.464775557471145,-1.46592593941642,"Broken",-1.51712251658194,-1.51712251658194,-1.51712251658194,1.6094379124341
"24","ASK194","ASK",-1.51712251658194,-0.824559374969353,-0.0232722353980489,0.11819480927983,-1.04517251327639,-1.12161797145943,-1.28687956867259,-0.315209306518775,"R1","B",-0.590143803800724,0.0273376589129934,"Broken",-1.51712251658194,-1.51712251658194,-1.51712251658194,1.6094379124341
"25","ASK195","ASK",-1.51712251658194,-0.824559374969353,-0.0232722353980489,0.11819480927983,-1.04517251327639,-1.12161797145943,-1.28687956867259,-0.315209306518775,"R1","B",-0.464775557471145,0.773969458077698,"fallen",-1.51712251658194,-1.51712251658194,-1.51712251658194,1.6094379124341
"26","ASK196","ASK",-1.51712251658194,-0.824559374969353,-0.0232722353980489,0.11819480927983,-1.04517251327639,-1.12161797145943,-1.28687956867259,-0.315209306518775,"R1","B",-0.673722634687111,1.5206012572424,"Broken",-1.51712251658194,-1.51712251658194,-1.51712251658194,1.6094379124341
"27","ASK197","ASK",-1.51712251658194,-0.824559374969353,-0.0232722353980489,0.11819480927983,-1.04517251327639,-1.12161797145943,-1.28687956867259,-0.315209306518775,"R1","B",-1.30056386633501,0.773969458077698,"Broken",-1.51712251658194,-1.51712251658194,-1.51712251658194,1.6094379124341
"29","ASK199","ASK",-1.51712251658194,-0.824559374969353,-0.0232722353980489,0.11819480927983,-1.04517251327639,-1.12161797145943,-1.28687956867259,-0.315209306518775,"R1","B",-0.882669711903077,1.5206012572424,"Broken",-1.51712251658194,-1.51712251658194,-1.51712251658194,1.6094379124341
"30","ASK200","ASK",-1.51712251658194,-0.824559374969353,-0.0232722353980489,0.11819480927983,-1.04517251327639,-1.12161797145943,-1.28687956867259,-0.315209306518775,"R1","B",-1.30056386633501,1.5206012572424,"Broken",-1.51712251658194,-1.51712251658194,-1.51712251658194,1.6094379124341
"31","DAB171","DAB",-0.798181755657349,-0.810954612792943,-1.16956136747375,-0.111429177435739,-0.907909554440488,-0.761932247279958,-0.787023831115087,-1.26568660002154,"R3","B",1.41574813747255,-0.719294140251711,"Broken",-0.798181755657349,-0.798181755657349,-0.798181755657349,2.484906649788
"32","DAB172","DAB",-0.798181755657349,-0.810954612792943,-1.16956136747375,-0.111429177435739,-0.907909554440488,-0.761932247279958,-0.787023831115087,-1.26568660002154,"R3","B",1.1232222293702,-0.719294140251711,"Broken",-0.798181755657349,-0.798181755657349,-0.798181755657349,2.484906649788
"33","DAB173","DAB",-0.798181755657349,-0.810954612792943,-1.16956136747375,-0.111429177435739,-0.907909554440488,-0.761932247279958,-0.787023831115087,-1.26568660002154,"R3","B",0.579959828608686,-0.719294140251711,"Broken",-0.798181755657349,-0.798181755657349,-0.798181755657349,2.484906649788
"34","DAB174","DAB",-0.798181755657349,-0.810954612792943,-1.16956136747375,-0.111429177435739,-0.907909554440488,-0.761932247279958,-0.787023831115087,-1.26568660002154,"R3","B",-1.55130035899417,-1.46592593941642,"Fallen",-0.798181755657349,-0.798181755657349,-0.798181755657349,2.484906649788
"35","DAB175","DAB",-0.798181755657349,-0.810954612792943,-1.16956136747375,-0.111429177435739,-0.907909554440488,-0.761932247279958,-0.787023831115087,-1.26568660002154,"R3","B",1.20680106025658,0.0273376589129934,"Broken",-0.798181755657349,-0.798181755657349,-0.798181755657349,2.484906649788
"36","DAB176","DAB",-0.798181755657349,-0.810954612792943,-1.16956136747375,-0.111429177435739,-0.907909554440488,-0.761932247279958,-0.787023831115087,-1.26568660002154,"R3","B",-0.0468814030392125,-1.46592593941642,"Broken",-0.798181755657349,-0.798181755657349,-0.798181755657349,2.484906649788
"37","DAB177","DAB",-0.798181755657349,-0.810954612792943,-1.16956136747375,-0.111429177435739,-0.907909554440488,-0.761932247279958,-0.787023831115087,-1.26568660002154,"R3","B",0.997853983040618,-0.719294140251711,"Broken",-0.798181755657349,-0.798181755657349,-0.798181755657349,2.484906649788
"38","DAB179","DAB",-0.798181755657349,-0.810954612792943,-1.16956136747375,-0.111429177435739,-0.907909554440488,-0.761932247279958,-0.787023831115087,-1.26568660002154,"R3","B",0.788906905824652,-0.719294140251711,"Broken",-0.798181755657349,-0.798181755657349,-0.798181755657349,2.484906649788
"39","DAB180","DAB",-0.798181755657349,-0.810954612792943,-1.16956136747375,-0.111429177435739,-0.907909554440488,-0.761932247279958,-0.787023831115087,-1.26568660002154,"R3","B",-0.882669711903077,0.0273376589129934,"Fallen",-0.798181755657349,-0.798181755657349,-0.798181755657349,2.484906649788
"40","DAB181","DAB",-0.798181755657349,-0.810954612792943,-1.16956136747375,-0.111429177435739,-0.907909554440488,-0.761932247279958,-0.787023831115087,-1.26568660002154,"R3","B",-0.0468814030392125,-0.719294140251711,"Broken",-0.798181755657349,-0.798181755657349,-0.798181755657349,2.484906649788
"41","DAB182","DAB",-0.798181755657349,-0.810954612792943,-1.16956136747375,-0.111429177435739,-0.907909554440488,-0.761932247279958,-0.787023831115087,-1.26568660002154,"R3","B",-0.882669711903077,0.0273376589129934,"Fallen",-0.798181755657349,-0.798181755657349,-0.798181755657349,2.484906649788
"42","DAB183","DAB",-0.798181755657349,-0.810954612792943,-1.16956136747375,-0.111429177435739,-0.907909554440488,-0.761932247279958,-0.787023831115087,-1.26568660002154,"R3","B",-0.0468814030392125,-0.719294140251711,"Broken",-0.798181755657349,-0.798181755657349,-0.798181755657349,2.484906649788
"43","DAB184","DAB",-0.798181755657349,-0.810954612792943,-1.16956136747375,-0.111429177435739,-0.907909554440488,-0.761932247279958,-0.787023831115087,-1.26568660002154,"R3","B",-0.966248542789463,-1.46592593941642,"Fallen",-0.798181755657349,-0.798181755657349,-0.798181755657349,2.484906649788
"44","DAB185","DAB",-0.798181755657349,-0.810954612792943,-1.16956136747375,-0.111429177435739,-0.907909554440488,-0.761932247279958,-0.787023831115087,-1.26568660002154,"R3","B",1.20680106025658,0.0273376589129934,"Broken",-0.798181755657349,-0.798181755657349,-0.798181755657349,2.484906649788
"45","DAB186","DAB",-0.798181755657349,-0.810954612792943,-1.16956136747375,-0.111429177435739,-0.907909554440488,-0.761932247279958,-0.787023831115087,-1.26568660002154,"R3","B",-0.464775557471145,-1.46592593941642,"Fallen",-0.798181755657349,-0.798181755657349,-0.798181755657349,2.484906649788
"46","DAB187","DAB",-0.798181755657349,-0.810954612792943,-1.16956136747375,-0.111429177435739,-0.907909554440488,-0.761932247279958,-0.787023831115087,-1.26568660002154,"R3","B",0.37101275139272,-1.46592593941642,"Broken",-0.798181755657349,-0.798181755657349,-0.798181755657349,2.484906649788
"47","DAB188","DAB",-0.798181755657349,-0.810954612792943,-1.16956136747375,-0.111429177435739,-0.907909554440488,-0.761932247279958,-0.787023831115087,-1.26568660002154,"R3","B",0.454591582279106,-0.719294140251711,"Fallen",-0.798181755657349,-0.798181755657349,-0.798181755657349,2.484906649788
"48","DAB189","DAB",-0.798181755657349,-0.810954612792943,-1.16956136747375,-0.111429177435739,-0.907909554440488,-0.761932247279958,-0.787023831115087,-1.26568660002154,"R3","B",-1.04982737367585,-0.719294140251711,"Fallen",-0.798181755657349,-0.798181755657349,-0.798181755657349,2.484906649788
"49","DAB190","DAB",-0.798181755657349,-0.810954612792943,-1.16956136747375,-0.111429177435739,-0.907909554440488,-0.761932247279958,-0.787023831115087,-1.26568660002154,"R3","B",0.496380997722299,0.0273376589129934,"Fallen",-0.798181755657349,-0.798181755657349,-0.798181755657349,2.484906649788
"50","DAB191","DAB",-0.798181755657349,-0.810954612792943,-1.16956136747375,-0.111429177435739,-0.907909554440488,-0.761932247279958,-0.787023831115087,-1.26568660002154,"R3","B",0.914275152154232,0.0273376589129934,"Broken",-0.798181755657349,-0.798181755657349,-0.798181755657349,2.484906649788
"51","DAB192","DAB",-0.798181755657349,-0.810954612792943,-1.16956136747375,-0.111429177435739,-0.907909554440488,-0.761932247279958,-0.787023831115087,-1.26568660002154,"R3","B",1.83364229190448,-0.719294140251711,"Broken",-0.798181755657349,-0.798181755657349,-0.798181755657349,2.484906649788
"52","DAB193","DAB",-0.798181755657349,-0.810954612792943,-1.16956136747375,-0.111429177435739,-0.907909554440488,-0.761932247279958,-0.787023831115087,-1.26568660002154,"R3","B",1.20680106025658,0.0273376589129934,"Broken",-0.798181755657349,-0.798181755657349,-0.798181755657349,2.484906649788
"53","DAB194","DAB",-0.798181755657349,-0.810954612792943,-1.16956136747375,-0.111429177435739,-0.907909554440488,-0.761932247279958,-0.787023831115087,-1.26568660002154,"R3","B",1.33216930658616,0.0273376589129934,"Broken",-0.798181755657349,-0.798181755657349,-0.798181755657349,2.484906649788
"54","DAB195","DAB",-0.798181755657349,-0.810954612792943,-1.16956136747375,-0.111429177435739,-0.907909554440488,-0.761932247279958,-0.787023831115087,-1.26568660002154,"R3","B",0.162065674176754,-0.719294140251711,"Broken",-0.798181755657349,-0.798181755657349,-0.798181755657349,2.484906649788
"55","DAB196","DAB",-0.798181755657349,-0.810954612792943,-1.16956136747375,-0.111429177435739,-0.907909554440488,-0.761932247279958,-0.787023831115087,-1.26568660002154,"R3","B",0.705328074938265,-1.46592593941642,"Broken",-0.798181755657349,-0.798181755657349,-0.798181755657349,2.484906649788
"56","DAB197","DAB",-0.798181755657349,-0.810954612792943,-1.16956136747375,-0.111429177435739,-0.907909554440488,-0.761932247279958,-0.787023831115087,-1.26568660002154,"R3","B",-0.631933219243918,-0.719294140251711,"Broken",-0.798181755657349,-0.798181755657349,-0.798181755657349,2.484906649788
"57","DAB198","DAB",-0.798181755657349,-0.810954612792943,-1.16956136747375,-0.111429177435739,-0.907909554440488,-0.761932247279958,-0.787023831115087,-1.26568660002154,"R3","B",1.20680106025658,-0.719294140251711,"Broken",-0.798181755657349,-0.798181755657349,-0.798181755657349,2.484906649788
"58","DAB199","DAB",-0.798181755657349,-0.810954612792943,-1.16956136747375,-0.111429177435739,-0.907909554440488,-0.761932247279958,-0.787023831115087,-1.26568660002154,"R3","B",-0.339407311141565,0.0273376589129934,"Broken",-0.798181755657349,-0.798181755657349,-0.798181755657349,2.484906649788
"59","DAB200","DAB",-0.798181755657349,-0.810954612792943,-1.16956136747375,-0.111429177435739,-0.907909554440488,-0.761932247279958,-0.787023831115087,-1.26568660002154,"R3","B",0.788906905824652,-0.719294140251711,"Broken",-0.798181755657349,-0.798181755657349,-0.798181755657349,2.484906649788
"60","DAB201","DAB",-0.798181755657349,-0.810954612792943,-1.16956136747375,-0.111429177435739,-0.907909554440488,-0.761932247279958,-0.787023831115087,-1.26568660002154,"R3","B",-0.548354388357531,0.0273376589129934,"Fallen",-0.798181755657349,-0.798181755657349,-0.798181755657349,2.484906649788
"61","DAB202","DAB",-0.798181755657349,-0.810954612792943,-1.16956136747375,-0.111429177435739,-0.907909554440488,-0.761932247279958,-0.787023831115087,-1.26568660002154,"R3","B",-0.673722634687111,0.0273376589129934,"Fallen",-0.798181755657349,-0.798181755657349,-0.798181755657349,2.484906649788
"62","DAB203","DAB",-0.798181755657349,-0.810954612792943,-1.16956136747375,-0.111429177435739,-0.907909554440488,-0.761932247279958,-0.787023831115087,-1.26568660002154,"R3","B",0.0784868432903672,-0.719294140251711,"Broken",-0.798181755657349,-0.798181755657349,-0.798181755657349,2.484906649788
"63","DAB204","DAB",-0.798181755657349,-0.810954612792943,-1.16956136747375,-0.111429177435739,-0.907909554440488,-0.761932247279958,-0.787023831115087,-1.26568660002154,"R3","B",-1.80203685165333,0.0273376589129934,"Fallen",-0.798181755657349,-0.798181755657349,-0.798181755657349,2.484906649788
"64","DOM001","DOM",-1.06778454100407,-0.348392698795026,-0.326701711535735,-1.04490060169251,-0.248269825386995,-0.678041729587703,-0.733204534255996,-0.315209306518775,"R1","B",-0.715512050130304,0.0273376589129934,"Broken",-1.06778454100407,-1.06778454100407,-1.06778454100407,1.94591014905531
"65","DOM002","DOM",-1.06778454100407,-0.348392698795026,-0.326701711535735,-1.04490060169251,-0.248269825386995,-0.678041729587703,-0.733204534255996,-0.315209306518775,"R1","B",-0.79909088101669,0.773969458077698,"Broken",-1.06778454100407,-1.06778454100407,-1.06778454100407,1.94591014905531
"67","DOM004","DOM",-1.06778454100407,-0.348392698795026,-0.326701711535735,-1.04490060169251,-0.248269825386995,-0.678041729587703,-0.733204534255996,-0.315209306518775,"R1","B",-1.09161678911904,-1.46592593941642,"Broken",-1.06778454100407,-1.06778454100407,-1.06778454100407,1.94591014905531
"68","DOM005","DOM",-1.06778454100407,-0.348392698795026,-0.326701711535735,-1.04490060169251,-0.248269825386995,-0.678041729587703,-0.733204534255996,-0.315209306518775,"R1","B",-0.214039064811985,-0.719294140251711,"Broken",-1.06778454100407,-1.06778454100407,-1.06778454100407,1.94591014905531
"69","DOM006","DOM",-1.06778454100407,-0.348392698795026,-0.326701711535735,-1.04490060169251,-0.248269825386995,-0.678041729587703,-0.733204534255996,-0.315209306518775,"R1","B",-0.757301465573497,-1.46592593941642,"Broken",-1.06778454100407,-1.06778454100407,-1.06778454100407,1.94591014905531
"70","DOM007","DOM",-1.06778454100407,-0.348392698795026,-0.326701711535735,-1.04490060169251,-0.248269825386995,-0.678041729587703,-0.733204534255996,-0.315209306518775,"R1","B",-0.00509198759601925,-0.719294140251711,"Broken",-1.06778454100407,-1.06778454100407,-1.06778454100407,1.94591014905531
"71","DOM008","DOM",-1.06778454100407,-0.348392698795026,-0.326701711535735,-1.04490060169251,-0.248269825386995,-0.678041729587703,-0.733204534255996,-0.315209306518775,"R1","B",-1.04982737367585,0.773969458077698,"Broken",-1.06778454100407,-1.06778454100407,-1.06778454100407,1.94591014905531
"72","DOM009","DOM",-1.06778454100407,-0.348392698795026,-0.326701711535735,-1.04490060169251,-0.248269825386995,-0.678041729587703,-0.733204534255996,-0.315209306518775,"R1","B",-0.381196726584758,1.5206012572424,"Broken",-1.06778454100407,-1.06778454100407,-1.06778454100407,1.94591014905531
"73","DOM010","DOM",-1.06778454100407,-0.348392698795026,-0.326701711535735,-1.04490060169251,-0.248269825386995,-0.678041729587703,-0.733204534255996,-0.315209306518775,"R1","B",-0.464775557471145,-1.46592593941642,"Broken",-1.06778454100407,-1.06778454100407,-1.06778454100407,1.94591014905531
"74","DOM011","DOM",-1.06778454100407,-0.348392698795026,-0.326701711535735,-1.04490060169251,-0.248269825386995,-0.678041729587703,-0.733204534255996,-0.315209306518775,"R1","B",-0.673722634687111,-0.719294140251711,"Broken",-1.06778454100407,-1.06778454100407,-1.06778454100407,1.94591014905531
"75","DOM012","DOM",-1.06778454100407,-0.348392698795026,-0.326701711535735,-1.04490060169251,-0.248269825386995,-0.678041729587703,-0.733204534255996,-0.315209306518775,"R1","B",-0.506564972914338,0.0273376589129934,"Broken",-1.06778454100407,-1.06778454100407,-1.06778454100407,1.94591014905531
"76","DOM013","DOM",-1.06778454100407,-0.348392698795026,-0.326701711535735,-1.04490060169251,-0.248269825386995,-0.678041729587703,-0.733204534255996,-0.315209306518775,"R1","B",-1.55130035899417,0.773969458077698,"Broken",-1.06778454100407,-1.06778454100407,-1.06778454100407,1.94591014905531
"77","DOM014","DOM",-1.06778454100407,-0.348392698795026,-0.326701711535735,-1.04490060169251,-0.248269825386995,-0.678041729587703,-0.733204534255996,-0.315209306518775,"R1","B",0.162065674176754,2.26723305640711,"Broken",-1.06778454100407,-1.06778454100407,-1.06778454100407,1.94591014905531
"78","DOM015","DOM",-1.06778454100407,-0.348392698795026,-0.326701711535735,-1.04490060169251,-0.248269825386995,-0.678041729587703,-0.733204534255996,-0.315209306518775,"R1","B",-0.715512050130304,0.0273376589129934,"Broken",-1.06778454100407,-1.06778454100407,-1.06778454100407,1.94591014905531
"79","DOM016","DOM",-1.06778454100407,-0.348392698795026,-0.326701711535735,-1.04490060169251,-0.248269825386995,-0.678041729587703,-0.733204534255996,-0.315209306518775,"R1","B",0.036697427847174,0.0273376589129934,"Broken",-1.06778454100407,-1.06778454100407,-1.06778454100407,1.94591014905531
"80","DOM017","DOM",-1.06778454100407,-0.348392698795026,-0.326701711535735,-1.04490060169251,-0.248269825386995,-0.678041729587703,-0.733204534255996,-0.315209306518775,"R1","B",0.329223335949527,0.0273376589129934,"Broken",-1.06778454100407,-1.06778454100407,-1.06778454100407,1.94591014905531
"81","DOM018","DOM",-1.06778454100407,-0.348392698795026,-0.326701711535735,-1.04490060169251,-0.248269825386995,-0.678041729587703,-0.733204534255996,-0.315209306518775,"R1","B",-0.297617895698372,1.5206012572424,"Broken",-1.06778454100407,-1.06778454100407,-1.06778454100407,1.94591014905531
"82","DOM019","DOM",-1.06778454100407,-0.348392698795026,-0.326701711535735,-1.04490060169251,-0.248269825386995,-0.678041729587703,-0.733204534255996,-0.315209306518775,"R1","B",-0.590143803800724,-1.46592593941642,"Broken",-1.06778454100407,-1.06778454100407,-1.06778454100407,1.94591014905531
"83","DOM020","DOM",-1.06778454100407,-0.348392698795026,-0.326701711535735,-1.04490060169251,-0.248269825386995,-0.678041729587703,-0.733204534255996,-0.315209306518775,"R1","B",-0.339407311141565,-0.719294140251711,"fallen",-1.06778454100407,-1.06778454100407,-1.06778454100407,1.94591014905531
"84","DOM021","DOM",-1.06778454100407,-0.348392698795026,-0.326701711535735,-1.04490060169251,-0.248269825386995,-0.678041729587703,-0.733204534255996,-0.315209306518775,"R1","B",0.24564450506314,0.0273376589129934,"Broken",-1.06778454100407,-1.06778454100407,-1.06778454100407,1.94591014905531
"85","DOM022","DOM",-1.06778454100407,-0.348392698795026,-0.326701711535735,-1.04490060169251,-0.248269825386995,-0.678041729587703,-0.733204534255996,-0.315209306518775,"R1","B",-1.00803795823266,-0.719294140251711,"Broken",-1.06778454100407,-1.06778454100407,-1.06778454100407,1.94591014905531
"86","DOM023","DOM",-1.06778454100407,-0.348392698795026,-0.326701711535735,-1.04490060169251,-0.248269825386995,-0.678041729587703,-0.733204534255996,-0.315209306518775,"R1","B",-0.00509198759601925,-1.46592593941642,"Broken",-1.06778454100407,-1.06778454100407,-1.06778454100407,1.94591014905531
"87","DOM024","DOM",-1.06778454100407,-0.348392698795026,-0.326701711535735,-1.04490060169251,-0.248269825386995,-0.678041729587703,-0.733204534255996,-0.315209306518775,"R1","B",-0.966248542789463,0.0273376589129934,"Broken",-1.06778454100407,-1.06778454100407,-1.06778454100407,1.94591014905531
"88","DOM025","DOM",-1.06778454100407,-0.348392698795026,-0.326701711535735,-1.04490060169251,-0.248269825386995,-0.678041729587703,-0.733204534255996,-0.315209306518775,"R1","B",-0.339407311141565,1.5206012572424,"Broken",-1.06778454100407,-1.06778454100407,-1.06778454100407,1.94591014905531
"89","DOM026","DOM",-1.06778454100407,-0.348392698795026,-0.326701711535735,-1.04490060169251,-0.248269825386995,-0.678041729587703,-0.733204534255996,-0.315209306518775,"R1","B",-0.0468814030392125,-0.719294140251711,"Broken",-1.06778454100407,-1.06778454100407,-1.06778454100407,1.94591014905531
"90","DOM027","DOM",-1.06778454100407,-0.348392698795026,-0.326701711535735,-1.04490060169251,-0.248269825386995,-0.678041729587703,-0.733204534255996,-0.315209306518775,"R1","B",-0.92445912734627,-1.46592593941642,"Broken",-1.06778454100407,-1.06778454100407,-1.06778454100407,1.94591014905531
"91","DOM028","DOM",-1.06778454100407,-0.348392698795026,-0.326701711535735,-1.04490060169251,-0.248269825386995,-0.678041729587703,-0.733204534255996,-0.315209306518775,"R1","B",-1.42593211266459,1.5206012572424,"Broken",-1.06778454100407,-1.06778454100407,-1.06778454100407,1.94591014905531
"92","DOM029","DOM",-1.06778454100407,-0.348392698795026,-0.326701711535735,-1.04490060169251,-0.248269825386995,-0.678041729587703,-0.733204534255996,-0.315209306518775,"R1","B",-1.67666860532375,0.0273376589129934,"Broken",-1.06778454100407,-1.06778454100407,-1.06778454100407,1.94591014905531
"93","DOM030","DOM",-1.06778454100407,-0.348392698795026,-0.326701711535735,-1.04490060169251,-0.248269825386995,-0.678041729587703,-0.733204534255996,-0.315209306518775,"R1","B",-0.631933219243918,-0.719294140251711,"fallen",-1.06778454100407,-1.06778454100407,-1.06778454100407,1.94591014905531
"94","DOM031","DOM",-1.06778454100407,-0.348392698795026,-0.326701711535735,-1.04490060169251,-0.248269825386995,-0.678041729587703,-0.733204534255996,-0.315209306518775,"R1","B",-0.00509198759601925,-0.719294140251711,"Broken",-1.06778454100407,-1.06778454100407,-1.06778454100407,1.94591014905531
"95","DOM032","DOM",-1.06778454100407,-0.348392698795026,-0.326701711535735,-1.04490060169251,-0.248269825386995,-0.678041729587703,-0.733204534255996,-0.315209306518775,"R1","B",0.287433920506333,-0.719294140251711,"Broken",-1.06778454100407,-1.06778454100407,-1.06778454100407,1.94591014905531
"96","DOM033","DOM",-1.06778454100407,-0.348392698795026,-0.326701711535735,-1.04490060169251,-0.248269825386995,-0.678041729587703,-0.733204534255996,-0.315209306518775,"R1","B",-0.757301465573497,-1.46592593941642,"Broken",-1.06778454100407,-1.06778454100407,-1.06778454100407,1.94591014905531
